"","id","variable","actual_value"
"523",20,"norms_officials",1
"524",20,"norms_people_present_indoors",0.714285714285714
"525",20,"aff_attitude_comfortable",0.571428571428571
"526",20,"aff_attitude_calm",0.714285714285714
"527",20,"aff_attitude_safe",0.571428571428571
"528",20,"aff_attitude_responsible",0.857142857142857
"529",20,"aff_attitude_difficult_breathing",0.714285714285714
"530",20,"effective_means_handwashing",0.714285714285714
"531",20,"effective_means_masks",0.714285714285714
"532",20,"effective_means_distance",0.857142857142857
"533",20,"effective_means_ventilation",0.714285714285714
"534",20,"risk_likely_contagion",0.5
"535",20,"risk_contagion_absent_protection",0.625
"536",20,"risk_severity",0.285714285714286
"537",20,"risk_fear_spread",0.285714285714286
"538",20,"risk_fear_contagion_self",0.142857142857143
"539",20,"risk_fear_contagion_others",0.285714285714286
"540",20,"risk_fear_restrictions",0.142857142857143
"541",21,"automaticity_carry_mask",0.285714285714286
"542",21,"automaticity_put_on_mask",0.285714285714286
"543",21,"inst_attitude_protects_self",0.571428571428571
"544",21,"inst_attitude_protects_others",0.285714285714286
"545",21,"inst_attitude_sense_of_community",0.428571428571429
"546",21,"inst_attitude_enough_oxygen",0.714285714285714
"547",21,"inst_attitude_no_needless_waste",0.285714285714286
"548",21,"norms_family_friends",0.714285714285714
"549",21,"norms_risk_groups",0.714285714285714
"550",21,"norms_officials",0.714285714285714
"551",21,"norms_people_present_indoors",0.714285714285714
"552",21,"aff_attitude_comfortable",0.571428571428571
"553",21,"aff_attitude_calm",0.571428571428571
"554",21,"aff_attitude_safe",0.714285714285714
"555",21,"aff_attitude_responsible",0.571428571428571
"556",21,"aff_attitude_difficult_breathing",0.571428571428571
"557",21,"effective_means_handwashing",0.571428571428571
"558",21,"effective_means_masks",0.571428571428571
"559",21,"effective_means_distance",0.571428571428571
"560",21,"effective_means_ventilation",0.571428571428571
"561",21,"risk_likely_contagion",0.375
"562",21,"risk_contagion_absent_protection",0.25
"563",21,"risk_severity",0.571428571428571
"564",21,"risk_fear_spread",0.571428571428571
"565",21,"risk_fear_contagion_self",0.428571428571429
"566",21,"risk_fear_contagion_others",0.714285714285714
"567",21,"risk_fear_restrictions",0.571428571428571
"568",22,"automaticity_carry_mask",0.428571428571429
"569",22,"automaticity_put_on_mask",0.428571428571429
"570",22,"inst_attitude_protects_self",0.571428571428571
"571",22,"inst_attitude_protects_others",1
"572",22,"inst_attitude_sense_of_community",0.714285714285714
"573",22,"inst_attitude_enough_oxygen",0.142857142857143
"574",22,"inst_attitude_no_needless_waste",0.428571428571429
"575",22,"norms_family_friends",1
"576",22,"norms_risk_groups",1
"577",22,"norms_officials",1
"578",22,"norms_people_present_indoors",1
"579",22,"aff_attitude_comfortable",0.285714285714286
"580",22,"aff_attitude_calm",0.428571428571429
"581",22,"aff_attitude_safe",0.571428571428571
"582",22,"aff_attitude_responsible",0.714285714285714
"583",22,"aff_attitude_difficult_breathing",1
"584",22,"effective_means_handwashing",1
"585",22,"effective_means_masks",1
"586",22,"effective_means_distance",1
"587",22,"effective_means_ventilation",1
"588",22,"risk_likely_contagion",0.5
"589",22,"risk_contagion_absent_protection",0.625
"590",22,"risk_severity",0.857142857142857
"591",22,"risk_fear_spread",0.571428571428571
"592",22,"risk_fear_contagion_self",0.571428571428571
"593",22,"risk_fear_contagion_others",1
"594",22,"risk_fear_restrictions",0.714285714285714
"595",23,"automaticity_carry_mask",0.857142857142857
"596",23,"automaticity_put_on_mask",0.857142857142857
"597",23,"inst_attitude_protects_self",0.571428571428571
"598",23,"inst_attitude_protects_others",0.857142857142857
"599",23,"inst_attitude_sense_of_community",0.571428571428571
"600",23,"inst_attitude_enough_oxygen",0.714285714285714
"601",23,"inst_attitude_no_needless_waste",0.428571428571429
"602",23,"norms_family_friends",0.857142857142857
"603",23,"norms_risk_groups",0.857142857142857
"604",23,"norms_officials",0.857142857142857
"605",23,"norms_people_present_indoors",0.714285714285714
"606",23,"aff_attitude_comfortable",0.571428571428571
"607",23,"aff_attitude_calm",0.857142857142857
"608",23,"aff_attitude_safe",0.571428571428571
"609",23,"aff_attitude_responsible",0.714285714285714
"610",23,"aff_attitude_difficult_breathing",0.428571428571429
"611",23,"effective_means_handwashing",0.857142857142857
"612",23,"effective_means_masks",0.714285714285714
